date,maxtp,mintp,rain,cbl,wdsp,hm,ind,ddhm,ind,hg
24-Jun-24,24.3,15.1,0,1011.8,6.5,13,0,220,0,21
25-Jun-24,22.2,10.4,0.4,1013.7,6.7,12,0,320,0,16
26-Jun-24,20,6.3,0.3,1006.4,7.9,17,0,220,0,27
27-Jun-24,14.1,11.4,6.2,1002.6,12.7,18,0,230,0,36
28-Jun-24,15.7,11.1,1.8,1009,6.5,11,0,290,0,19
29-Jun-24,17.5,9.1,9,1009.8,7,12,0,10,0,18
30-Jun-24,18.2,10.6,2.7,1013.4,5.9,10,0,290,0,15
01-Jul-24,18.1,7.8,0.3,1016.6,7,14,0,350,0,21
02-Jul-24,16.9,6.3,0.2,1013.1,5.2,10,0,270,0,17
03-Jul-24,16.9,9.7,1.4,1003.2,9.4,18,0,300,0,26
04-Jul-24,15.9,10.1,2.2,1004,8.4,14,0,270,0,25
05-Jul-24,15.2,7.5,0.6,1000.2,5.9,13,0,230,0,23
06-Jul-24,18,7,1.9,1000.4,6.3,13,0,290,0,21
07-Jul-24,17,8.3,4.9,1004.1,2.5,7,0,300,0,11
08-Jul-24,20.3,7.3,0,1006.6,5.1,10,0,130,0,16
09-Jul-24,16.8,12,0.2,1004.5,7.8,13,0,20,0,22
10-Jul-24,20.1,10.8,0,1010,11,16,0,310,0,23
11-Jul-24,17.9,11.6,0,1017.2,8.9,13,0,350,0,23
12-Jul-24,18.4,10.7,0,1017,6.9,11,0,340,0,17
13-Jul-24,22.2,11.7,0.3,1011.6,5.4,10,0,330,0,15
14-Jul-24,21.7,9.8,8.4,1006.4,2.9,10,0,260,0,15
15-Jul-24,20.1,9.7,0,1003,4,7,0,320,0,12
16-Jul-24,18.7,12.8,0,1008.4,6.5,10,0,310,0,17
17-Jul-24,19,11.5,1.5,1011.1,6,13,0,210,0,20
18-Jul-24,21.7,11.8,2.6,1009.7,4.8,9,0,170,0,15
19-Jul-24,20.3,10.7,8,1005.5,5.7,13,0,220,0,19
20-Jul-24,18.4,11,7.6,1002.2,7.9,15,0,310,0,23
21-Jul-24,16.9,12.5,9.5,1003.1,5.6,10,0,230,0,16
22-Jul-24,17.5,11.4,4.4,1006.8,4.6,8,0,270,0,13
23-Jul-24,19.8,11,0,1014.1,3.5,6,0,350,0,10
24-Jul-24,18.5,13.7,3.2,1010.7,6,12,0,220,0,19
25-Jul-24,18.1,12,2.8,1003.5,7.2,13,0,240,0,23
26-Jul-24,18,11.6,2.9,1004,6.4,14,0,220,0,23
27-Jul-24,20.5,9,7.6,1010.7,6.3,12,0,330,0,16
28-Jul-24,21.9,8.6,0,1017.3,4.4,10,0,210,0,16
29-Jul-24,19.4,10.8,0,1014.4,5.8,11,0,200,0,18
30-Jul-24,22.2,7.4,0,1015.4,3.2,8,0,310,0,12
31-Jul-24,21.6,11.6,1,1012.1,3.5,8,0,280,0,14
01-Aug-24,21,14.2,0.3,1007.8,5.2,10,0,210,0,17
02-Aug-24,18.1,11.3,7.2,1002.9,8.1,13,0,230,0,22
03-Aug-24,17.1,10.4,2.4,1006.4,6.3,12,0,260,0,22
04-Aug-24,20.5,12.9,10.5,1002.5,8.8,15,0,190,0,23
05-Aug-24,19.4,11.3,9.4,998.2,7.7,13,0,200,0,20
06-Aug-24,17.4,10.7,4.9,1000.2,9,16,0,220,0,27
07-Aug-24,18.1,12.9,1.3,1002.5,9,16,0,260,0,30
08-Aug-24,18,13.6,6.6,1000.9,6.9,15,0,240,0,27
09-Aug-24,18.4,13.6,1.1,1006.2,9.8,15,0,260,0,27
10-Aug-24,19,11.3,2.2,1012.3,5.8,12,0,250,0,19
11-Aug-24,21.6,11.4,7.6,1007.4,7.9,13,0,140,0,20
12-Aug-24,20.2,13.6,15.1,998.7,9.6,15,0,230,0,25
13-Aug-24,19.8,8.2,2.4,1001.2,8.4,14,0,300,0,22
14-Aug-24,18.1,7.3,0.2,1007.1,6.8,13,0,200,0,20
15-Aug-24,19.5,12.1,19.8,1004.9,7.9,16,0,330,0,23
16-Aug-24,17,11,0.7,1009.5,6.5,13,0,240,0,22
17-Aug-24,16.6,12.6,1.1,1007.1,7,11,0,240,0,22
18-Aug-24,18.1,12.8,0,1008.6,7.2,12,0,240,0,19
19-Aug-24,18.7,11.2,4.8,1000.7,8,18,0,220,0,28
20-Aug-24,16.8,10.6,1.5,1004.4,9.2,18,0,280,0,29
21-Aug-24,17.6,12,5.1,999.8,12.2,21,0,230,0,33
22-Aug-24,16.9,11.2,13.1,991.2,8.2,19,0,230,0,31
23-Aug-24,16.6,9.4,13.7,991.1,8.2,17,0,230,0,27
24-Aug-24,17,8.1,2.4,1000.2,6.8,15,0,310,0,26
25-Aug-24,15.9,10,8.1,1005.2,10.5,16,0,230,0,29
26-Aug-24,17.6,13.4,6.4,1004.4,7.5,13,0,200,0,23
27-Aug-24,19.9,13.2,1.4,1001.4,9,17,0,200,0,26
28-Aug-24,16.8,11.3,6.4,1005,6.3,13,0,240,0,22
29-Aug-24,17.9,8.2,3.2,1012.4,5.3,12,0,270,0,20
30-Aug-24,19.4,5.9,0.1,1018.5,2.4,6,0,90,0,10
31-Aug-24,21.7,5.8,0,1016.2,5.6,11,0,140,0,17
01-Sep-24,19,10.9,3.9,1009.2,5.9,11,0,120,0,16
02-Sep-24,18.6,9.1,6.1,1007.8,7,12,0,330,0,19
03-Sep-24,17.8,9.6,0.6,1011.4,6.3,13,0,320,0,19
04-Sep-24,16.9,9.4,3.9,1016.6,8,15,0,310,0,24
05-Sep-24,19.1,7.6,0,1015.9,7.1,13,0,30,0,21
06-Sep-24,24,11.9,0,1010,5.6,10,0,10,0,15
07-Sep-24,23.1,12,0.1,1006.5,4.5,10,0,340,0,14
08-Sep-24,16.9,10.9,0.1,1007.4,9.5,16,0,340,0,24
09-Sep-24,16.4,9.3,0.1,1009.5,7.4,13,0,270,0,25
10-Sep-24,15.6,7.5,3.9,1005.9,9.3,16,0,310,0,26
11-Sep-24,15.9,7.8,0.2,1010.7,8.6,17,0,330,0,26
12-Sep-24,15.5,3.1,0,1018,4.8,12,0,320,0,18
13-Sep-24,14,2.1,2.8,1020.9,5.9,11,0,200,0,18
14-Sep-24,16.5,13,9.9,1017.5,9.2,14,0,200,0,23
15-Sep-24,18.6,9.6,0.3,1019.7,3.7,9,0,230,0,14
16-Sep-24,20.6,8.7,0.1,1023.9,3.3,9,0,170,0,13
17-Sep-24,21.8,12.2,0,1025.5,3.8,9,0,110,0,13
18-Sep-24,20.6,8.1,0,1024.1,5,8,0,130,0,13
19-Sep-24,21.8,9.9,0.2,1022,5.3,10,0,60,0,14
20-Sep-24,19.1,9.8,0,1019.7,5.8,10,0,80,0,15
21-Sep-24,16.5,8.7,0,1015.9,5.5,11,0,80,0,17
22-Sep-24,15.4,13.1,1.2,1010.5,5.1,8,0,50,0,13
23-Sep-24,13.9,10.9,0,1005.3,4.8,9,0,340,0,14
24-Sep-24,16.1,7.4,0,1001,4.7,10,0,350,0,18
25-Sep-24,9.9,5.5,1.3,990.9,6.7,11,0,10,0,17
26-Sep-24,11.1,7.2,7.8,990.1,10.6,16,0,0,0,28
27-Sep-24,12.8,5.4,1.7,1008.1,8.3,16,0,330,0,26
28-Sep-24,13.2,3.8,0.1,1017,3.3,8,0,190,0,14
29-Sep-24,13.3,8.7,1,1004.4,12.6,20,0,100,0,33
30-Sep-24,17.2,6.9,1.3,1004.8,7,16,0,300,0,22
01-Oct-24,16.6,6.1,0,1012.3,5.3,9,0,30,0,18
02-Oct-24,16.8,3.3,0,1015.2,5.8,13,0,80,0,19
03-Oct-24,14.4,9,1.3,1012.3,8.2,13,0,150,0,20
04-Oct-24,18.4,13.4,0,1005.6,8.6,14,0,170,0,22
05-Oct-24,15.9,12.1,6.4,995.5,11.5,19,0,140,0,32
06-Oct-24,17.9,9.8,5.5,986.1,6.1,12,0,150,0,20
07-Oct-24,18,10.7,1.4,984.2,5.8,11,0,160,0,20
08-Oct-24,15.2,10.8,5.5,985.4,7.2,12,0,60,0,21
09-Oct-24,14.6,3.9,0.1,994.4,7.7,14,0,0,0,23
10-Oct-24,12.8,0.1,0.2,1006.3,4.7,11,0,320,0,16
11-Oct-24,12,-0.5,1.7,1008.7,3.9,9,0,210,0,14
12-Oct-24,12.8,0.3,4,1006,6,15,0,310,0,25
13-Oct-24,9.8,0.5,0.1,1009.6,5.2,9,0,130,0,17
14-Oct-24,11.6,4,0,1008.2,4.1,8,0,170,0,12
15-Oct-24,15.2,10.1,5.6,999.3,7.2,11,0,140,0,18
16-Oct-24,19.1,9.6,0.9,990.7,3.6,8,0,160,0,12
17-Oct-24,16.1,8.9,1.5,998.6,6.3,12,0,250,0,22
18-Oct-24,16.3,9.2,11.2,998.2,9,17,0,190,0,28
19-Oct-24,14.6,7.8,0.8,997.4,6.9,20,0,150,0,31
20-Oct-24,14.2,10.4,17.2,991.3,17.8,30,0,230,0,51
21-Oct-24,14.1,8.7,13.6,1007.6,9.3,17,0,220,0,37
22-Oct-24,15.1,7.4,0.7,1018.5,3.5,6,0,220,0,12
23-Oct-24,14.4,6.4,0,1014.7,7.4,14,0,170,0,33
24-Oct-24,16.9,13.2,18,1002.4,9.2,17,0,150,0,29
25-Oct-24,15.6,7.2,1,1003.2,6.5,12,0,70,0,18
26-Oct-24,12.6,1.4,0.9,1010.6,4.7,15,0,310,0,24
27-Oct-24,13.9,1.6,11,1012.6,8.8,15,0,240,0,27
28-Oct-24,15.1,9.2,2.1,1013.9,5.6,13,0,230,0,19
29-Oct-24,14.4,6,0.3,1020.8,2,6,0,290,0,9
30-Oct-24,12.8,10.6,0.3,1023.6,4.1,7,0,220,0,10
31-Oct-24,11.7,9.8,1.4,1020.9,5.4,8,0,210,0,13
01-Nov-24,13,10.6,0,1021.2,3.3,7,0,200,0,10
02-Nov-24,11.8,10.2,0,1023.7,3.5,7,0,130,0,11
03-Nov-24,12.8,10.2,0.2,1021.2,3.3,6,0,110,0,9
04-Nov-24,13.5,7.7,0,1017.4,4.3,8,0,110,0,11
05-Nov-24,15.7,6.3,0.1,1013.9,5.6,10,0,120,0,15
06-Nov-24,18.6,13.7,0,1017.7,5.6,10,0,170,0,18
07-Nov-24,16.1,13,0,1017.7,8.8,13,0,150,0,21
08-Nov-24,14,11.5,0,1015.8,6,9,0,130,0,15
09-Nov-24,14.8,11.6,1.5,1015,5.4,9,0,100,0,14
10-Nov-24,14.1,2.6,1.3,1022.5,3.5,7,0,340,0,11
11-Nov-24,13.8,1.1,0.1,1032.7,2.5,6,0,100,0,7
12-Nov-24,7.2,0.6,0.2,1035.9,2,4,0,80,0,6
13-Nov-24,9.1,4.2,0.7,1034.2,1.8,4,0,180,0,5
14-Nov-24,13.9,9.1,0,1029.5,2.9,6,0,320,0,8
15-Nov-24,13.1,9.8,3.3,1021.2,4.3,9,0,240,0,18
16-Nov-24,11.3,4.9,0.8,1015.7,4.6,12,0,310,0,19
17-Nov-24,11.2,6.4,2,1012,4.3,10,0,260,0,18
18-Nov-24,7.7,4.1,7.9,1001.8,6.3,14,0,110,0,21
19-Nov-24,4.5,-3,2.8,1001,4.8,10,0,80,0,15
20-Nov-24,2.2,-3.7,0.3,1006.2,4.1,13,0,90,0,24
21-Nov-24,4.4,0.1,5.3,1000.6,6.3,11,0,70,0,18
22-Nov-24,6.3,0.5,4.1,999.4,5.2,16,0,110,0,27
23-Nov-24,14.7,3.3,44.5,980.4,12.2,19,0,130,0,33
24-Nov-24,10.8,6.7,6.2,976.3,12.5,19,0,220,0,32
25-Nov-24,7.8,-0.5,0,992.3,4.9,11,0,260,0,22
26-Nov-24,9.1,-2.5,0,1006.3,2.8,5,0,200,0,8
27-Nov-24,0.6,-2.8,0,1013.2,2.8,8,0,80,0,11
28-Nov-24,13.9,-2.2,2.2,1012.9,9.5,15,0,150,0,25
29-Nov-24,14.1,11.8,2.9,1006.2,9.8,18,0,160,0,30
30-Nov-24,15.6,10.2,1.6,1003.7,8.3,15,0,180,0,30
01-Dec-24,11.6,6.8,2.1,1003.6,6.8,13,0,300,0,19
02-Dec-24,7.9,-1.2,0,1012.6,5.2,14,0,300,0,21
03-Dec-24,8.2,-0.7,1.2,1016.3,4.5,8,0,200,0,13
04-Dec-24,13.1,0.4,3,1009.3,7.5,18,0,200,0,29
05-Dec-24,12.5,2.5,4.2,1001.7,8.4,18,0,220,0,37
06-Dec-24,12.8,1.9,10,994.3,10,38,0,300,0,53
07-Dec-24,8.6,3.6,4,1007.5,20.6,36,0,300,0,55
08-Dec-24,8.6,0.2,0.1,1031.6,6.4,14,0,350,0,22
09-Dec-24,6.2,-1.8,0,1037.3,4.5,7,0,0,0,11
10-Dec-24,4.6,-4.9,0,1034.6,3.3,8,0,70,0,11
11-Dec-24,5.1,2.4,0,1031,2.9,5,0,70,0,8
12-Dec-24,4.6,2.8,0,1026.9,3.8,7,0,100,0,10
13-Dec-24,6.3,1.6,0.5,1022.7,3.1,7,0,320,0,11
14-Dec-24,10.6,-0.4,0.3,1020.8,5.5,11,0,240,0,20
15-Dec-24,10.8,9.5,2.8,1022.1,9.2,15,0,240,0,24
16-Dec-24,11.5,7.1,0.5,1020,8.7,14,0,230,0,22
17-Dec-24,13.4,7.2,1.9,1002.8,10.6,16,0,210,0,27
18-Dec-24,13,3.2,5.9,994.4,7.2,16,0,210,0,25
19-Dec-24,8.2,1.7,2.2,1009.9,6.6,22,0,300,0,32
20-Dec-24,10.7,4.9,6.2,1011.4,8,16,0,230,0,24
21-Dec-24,11.7,3.3,9.2,1005.5,14.3,25,0,270,0,39
22-Dec-24,8,3.1,1.7,1013,12.5,23,0,310,0,45
23-Dec-24,12.1,4.7,3,1020.1,6.4,12,0,270,0,20
24-Dec-24,11.9,10.4,0.3,1019.6,10.9,15,0,230,0,24
25-Dec-24,11.3,10.1,2.1,1022.8,7.3,11,0,220,0,17
26-Dec-24,10.4,8.4,0,1026,3.9,7,0,190,0,12
27-Dec-24,11.1,8.4,0.2,1024.6,4.2,8,0,200,0,12
28-Dec-24,10.6,5.9,0,1023.3,5,8,0,200,0,13
29-Dec-24,10.8,8.6,0.3,1021.9,9.4,15,0,230,0,24
30-Dec-24,11,9.2,0.7,1014.8,12.8,18,0,230,0,32
31-Dec-24,11.9,6.1,19.8,1004.3,13,20,0,240,0,35
01-Jan-25,7.3,-0.1,1.6,1003.8,5.7,14,0,270,0,22
02-Jan-25,4.6,-3.9,0.1,1017.7,4.2,9,0,340,0,15
03-Jan-25,4.7,-5.1,0,1019.9,2.4,4,0,180,0,7
04-Jan-25,1.9,-1.3,3.9,1003.4,5.3,10,0,50,0,15
05-Jan-25,2.6,-0.5,2.5,986.2,8.9,13,0,0,0,22
06-Jan-25,3.3,-1.2,5.5,987,8.4,19,0,290,0,26
07-Jan-25,6,-3.9,1.2,996.6,4.5,16,0,300,0,23
08-Jan-25,-0.4,-6.8,0,998.9,2.6,5,0,50,0,9
09-Jan-25,4.7,-7.6,0,1006.5,2.3,8,0,70,0,12
10-Jan-25,5.1,-3.2,1.5,1011.1,7.7,15,0,100,0,23
11-Jan-25,9.9,-0.7,1.7,1020,2.6,6,0,120,0,9
12-Jan-25,11.9,0.5,0.9,1024.9,7.1,13,0,180,0,23
13-Jan-25,12.3,11.2,3.7,1022.9,8.2,13,0,190,0,20
14-Jan-25,12.6,9.1,0.8,1025.2,4.3,8,0,210,0,13
15-Jan-25,11.1,4.2,0.2,1024.7,4.9,12,0,200,0,19
16-Jan-25,10.9,5.7,0,1021.5,6.2,12,0,190,0,22
17-Jan-25,12,8.4,0,1021.6,8.6,14,0,180,0,23
18-Jan-25,12.3,8.4,0,1016.4,8.5,13,0,170,0,25
19-Jan-25,10.3,6.7,0.6,1010.1,5.3,10,0,150,0,15
20-Jan-25,9.3,4.8,0.2,1009.4,2.7,5,0,200,0,9
21-Jan-25,8.4,2.3,1.1,1005.1,3.2,8,0,250,0,13
22-Jan-25,8,-0.4,0.2,999.1,2.6,7,0,200,0,10
23-Jan-25,9.1,3.5,13.4,979.5,8.7,20,0,200,0,34
24-Jan-25,11.7,1.1,7.7,973,19.4,45,0,230,0,75
25-Jan-25,4.6,-0.8,4.2,993.5,5.6,14,0,190,0,27
26-Jan-25,8.4,-1.3,2.3,976.2,11.4,23,0,90,0,35
27-Jan-25,9.4,5.7,1.7,960.7,8.8,16,0,140,0,24
28-Jan-25,8.8,1.8,0.4,981.5,9.9,16,0,310,0,23
29-Jan-25,7.9,-1.6,0.1,1005.1,4.9,13,0,340,0,22
30-Jan-25,7.9,-2.8,2,1014.8,5.6,12,0,220,0,18
31-Jan-25,9.9,-0.2,0,1018.6,3.6,7,0,290,0,10
