date,maxtp,mintp,rain,cbl,wdsp,hm,ind,ddhm,ind,hg
10-Jan-21,7.4,1.4,0.8,1019.1,5.8,12,0,240,0,21
11-Jan-21,9.6,6.5,14.5,1010.8,13,17,0,220,0,29
12-Jan-21,10,6.1,14.2,1009.3,6.3,11,0,250,0,21
13-Jan-21,10.9,8.7,16,1010.6,9.1,14,0,230,0,23
14-Jan-21,9.7,1,0.1,1017.1,4.8,11,0,290,0,17
15-Jan-21,10.1,-0.5,10.4,1013.8,7.8,16,0,140,0,25
16-Jan-21,9.7,3.7,1.4,1011.9,8.4,15,0,250,0,26
17-Jan-21,7.9,1.6,0.9,1020.3,4.7,10,0,230,0,18
18-Jan-21,8.6,3.9,10.6,1008.8,4.4,9,0,200,0,12
19-Jan-21,10.7,5.7,38.6,989.7,9.4,17,0,220,0,27
20-Jan-21,5.9,0.6,0.9,978.2,4.7,9,0,300,0,13
21-Jan-21,7.1,-2.2,0.1,980,4.5,10,0,300,0,15
22-Jan-21,6.1,-2.7,0.3,987.8,3.9,14,0,270,0,20
23-Jan-21,4.5,-5.3,1.7,991,3.7,11,0,190,0,22
24-Jan-21,2.6,-6,5.7,995.2,3.6,9,0,320,0,14
25-Jan-21,4.4,-6.4,0,1004.8,3.8,7,0,200,0,10
26-Jan-21,10,4,7.5,1002.3,6.9,12,0,220,0,20
27-Jan-21,10.9,8.2,8.3,998.6,3.6,10,0,190,0,16
28-Jan-21,11.4,8.2,9,989.4,9.9,17,0,230,0,28
29-Jan-21,11.3,5.7,1.8,991.2,6.7,16,0,80,0,23
30-Jan-21,7,3.9,12.1,991,14,19,0,70,0,30
31-Jan-21,6.2,2.9,8.4,989,10.2,16,0,90,0,24
01-Feb-21,8.4,3.9,11.1,984.9,7.1,14,0,80,0,20
02-Feb-21,10.3,7,11.9,977.9,7,14,0,220,0,22
03-Feb-21,8.1,6,10.1,984,8.7,14,0,130,0,22
04-Feb-21,9.6,4.1,1.3,993.8,4.3,13,0,220,0,20
05-Feb-21,7,2.1,0.5,1001.9,5.6,11,0,290,0,16
06-Feb-21,6.6,3.3,0,1005.6,5.8,10,0,60,0,14
07-Feb-21,4.9,2.1,0.1,1004.2,11.7,17,0,70,0,28
08-Feb-21,3.3,-0.3,0,1003.3,10.7,15,0,70,0,29
09-Feb-21,3.3,-0.8,0,1004.5,11,18,0,80,0,28
10-Feb-21,3.5,-2.4,0,1011.9,7.2,12,0,60,0,19
11-Feb-21,1.9,-1.7,4.7,1013.4,12.9,18,0,90,0,27
12-Feb-21,4.9,1.2,1.5,1013.6,13.3,17,0,110,0,31
13-Feb-21,11.3,1.3,2.4,1007,14.9,21,0,110,0,33
14-Feb-21,13.4,7.7,1,996,13.4,22,0,180,0,34
15-Feb-21,12.9,7.8,10.3,996.4,9.5,16,0,140,0,26
16-Feb-21,10.7,7,1.1,991.5,11.6,18,0,190,0,30
17-Feb-21,9.1,1.6,18.7,988,10.3,20,0,190,0,34
18-Feb-21,9.1,1.6,6.5,987.7,9.5,18,0,130,0,29
19-Feb-21,12.6,6.6,11,981.7,10.1,20,0,140,0,34
20-Feb-21,12.9,5.6,2.9,978.5,10.5,20,0,140,0,35
21-Feb-21,11.2,3.4,1,994.2,7.6,14,0,190,0,23
22-Feb-21,11.4,-0.3,0.7,1000.7,9.1,22,0,140,0,36
23-Feb-21,13.3,8.9,13.4,993.7,12.7,20,0,180,0,36
24-Feb-21,11.2,5.5,1.2,1005.7,9.6,17,0,190,0,25
25-Feb-21,9.7,3,0,1019.8,6.4,14,0,230,0,21
26-Feb-21,11.9,2.1,0.1,1029.5,5.7,12,0,190,0,19
27-Feb-21,10.2,7.1,1.8,1033.6,3.5,7,0,200,0,12
28-Feb-21,11.6,2.3,0.1,1031.3,3.7,9,0,120,0,13
01-Mar-21,11.5,1,0,1025.4,6.1,10,0,90,0,15
02-Mar-21,6.9,0.9,0,1023.6,4.6,8,0,70,0,12
03-Mar-21,5,2.3,0,1023.6,4.8,8,0,60,0,11
04-Mar-21,5.5,3.3,0,1023.7,4.3,10,0,70,0,15
05-Mar-21,7.1,0.4,0,1027.3,5.5,10,0,110,0,15
06-Mar-21,8.9,1.7,0,1027.3,5.3,10,0,140,0,16
07-Mar-21,7.2,3.8,0,1023.1,4.9,7,0,190,0,11
08-Mar-21,8.8,5.6,4.9,1017.4,5.6,9,0,220,0,15
09-Mar-21,10.1,6.5,4.5,1005.1,10.3,20,0,190,0,32
10-Mar-21,12.6,6.5,11.4,982.6,14.3,27,0,220,0,48
11-Mar-21,9.2,4.1,7,981.2,12.5,22,0,210,0,36
12-Mar-21,8.8,2.5,9.6,986.3,11.6,20,0,200,0,32
13-Mar-21,8.2,1.4,3.9,993.4,10.4,20,0,290,0,32
14-Mar-21,10.9,4.4,0.7,1011.6,8.9,16,0,280,0,25
15-Mar-21,11.4,7.3,0.1,1020.1,7.2,11,0,240,0,18
16-Mar-21,14.7,4.2,0.4,1028.9,6.3,10,0,310,0,17
17-Mar-21,12.8,-0.6,0,1033.5,4.6,9,0,340,0,13
18-Mar-21,11.9,7.1,0.2,1031.1,7,12,0,330,0,18
19-Mar-21,13.1,2.8,0.2,1028.8,5.3,11,0,340,0,18
20-Mar-21,11,2.9,0.3,1029.8,3.2,9,0,340,0,16
21-Mar-21,11.2,5.8,0,1026.9,4.3,9,0,230,0,13
22-Mar-21,11,6.3,0.1,1019.5,5.8,10,0,190,0,15
23-Mar-21,11.8,6,1.6,1011.3,9.5,18,0,210,0,32
24-Mar-21,10.2,4,6.2,1010.1,8.5,18,0,200,0,28
25-Mar-21,12.5,6.3,7,1002.2,10.7,19,0,220,0,31
26-Mar-21,7.9,1.7,7.9,1000.5,10.7,21,0,270,0,38
27-Mar-21,11,3,5,1005.7,11.6,21,0,210,0,32
28-Mar-21,12.6,8.9,26.4,1003.5,17.2,24,0,210,0,39
29-Mar-21,14,11.7,1.2,1011.4,14,22,0,210,0,36
30-Mar-21,15.8,7.7,0,1017.4,7.9,12,0,190,0,18
31-Mar-21,11.2,7.4,3.5,1014.6,4,7,0,340,0,11
01-Apr-21,13.9,6.4,0.1,1020.2,10.6,16,0,80,0,24
02-Apr-21,14.3,4.1,0,1027.7,6.9,13,0,70,0,18
03-Apr-21,14.3,1.1,0,1029.5,4.1,8,0,80,0,11
04-Apr-21,12.5,0.2,0,1023.3,5.9,12,0,290,0,18
05-Apr-21,8.1,-1.2,0.4,1022.4,9,15,0,340,0,24
06-Apr-21,9.2,-1.5,1,1023.8,8.2,15,0,330,0,26
07-Apr-21,11.3,-0.3,0.4,1020.6,5.7,14,0,290,0,21
08-Apr-21,10.5,5.5,1.8,1013.6,10,19,0,250,0,30
09-Apr-21,9.8,-0.2,0.1,1011.1,5.5,14,0,350,0,22
10-Apr-21,8.8,-3.7,0.2,1014.9,5.3,14,0,320,0,21
11-Apr-21,10.6,-2.6,0.1,1019.3,6.6,14,0,290,0,21
12-Apr-21,10.1,3.4,4.7,1024.6,4.4,10,0,230,0,18
13-Apr-21,14.8,-0.5,0,1027.3,2.4,5,0,0,0,8
14-Apr-21,15.1,1.3,0,1027.4,4.2,9,0,110,0,14
15-Apr-21,14.9,1.3,0,1026,5.6,10,0,180,0,15
16-Apr-21,11.2,3.3,0,1023.6,7.1,13,0,190,0,21
17-Apr-21,12.9,7.1,1.2,1020.6,8.2,13,0,190,0,21
18-Apr-21,11.4,7,3.3,1016.9,5.1,7,0,180,0,13
19-Apr-21,10.9,7.7,5.8,1013.7,5.5,10,0,140,0,17
20-Apr-21,12.7,7.1,0.1,1014.3,4.5,10,0,10,0,15
21-Apr-21,16.9,5.4,0,1016.4,6.5,10,0,100,0,20
22-Apr-21,16.5,4.4,0,1019,6.6,12,0,100,0,20
23-Apr-21,17.1,3.7,0,1018.7,8,13,0,90,0,20
24-Apr-21,18.5,5.4,0,1020.8,7.3,13,0,100,0,19
25-Apr-21,17.4,3.9,0,1022.9,8.1,15,0,60,0,22
26-Apr-21,17.1,0.2,0,1017.5,5.4,12,0,320,0,18
27-Apr-21,13,7.3,4,1009.5,8,16,0,0,0,25
28-Apr-21,12.6,4.1,0,1009.3,7.2,11,0,30,0,19
29-Apr-21,12.2,0,0.7,1010.5,4.3,11,0,0,0,17
30-Apr-21,12.5,2.8,0,1012.4,4.1,10,0,50,0,16
01-May-21,12.9,-0.1,0,1014,3.6,9,0,220,0,14
02-May-21,12.3,-1.1,0,1013.7,4.3,10,0,260,0,16
03-May-21,11.4,6.4,13.3,997.4,14.6,25,0,300,0,42
04-May-21,10.6,3.8,2.2,1002.6,13.2,21,0,290,0,35
05-May-21,11,0.5,1.8,1006.9,5.9,16,0,310,0,22
06-May-21,12.1,-2.6,0,1007.8,5.9,14,0,330,0,23
07-May-21,13.3,-2.9,3.1,1004.1,6.5,16,0,100,0,26
08-May-21,16.3,5,12.9,988.7,10.3,20,0,90,0,31
09-May-21,15.4,9.4,8,978.6,10.8,19,0,190,0,33
10-May-21,13.5,7.4,3.2,985.1,9,18,0,210,0,28
11-May-21,15.6,5.7,0,994.7,7.1,13,0,160,0,23
12-May-21,16.1,3.8,0.6,1001.3,5.5,9,0,100,0,13
13-May-21,14.1,2.6,2.1,1005.7,3.4,10,0,300,0,16
14-May-21,15.6,3.7,2.4,1000.8,4.5,13,0,170,0,19
15-May-21,13.9,7.1,5.7,991.9,5.9,11,0,90,0,18
16-May-21,15.4,7.3,0.2,994.1,5.9,13,0,10,0,21
17-May-21,13.9,2.6,0.4,1002.4,5.7,13,0,220,0,20
18-May-21,14.5,5.4,0.4,1008.4,5.3,13,0,220,0,19
19-May-21,15.1,2.5,0.1,1011.3,4.9,11,0,240,0,17
20-May-21,13.5,8.1,17,992.4,11.9,19,0,100,0,32
21-May-21,10.8,5.4,3.1,992.2,12.1,17,0,320,0,25
22-May-21,11.8,2.1,0.6,1001.4,7.2,13,0,250,0,22
23-May-21,12.9,6.4,6.8,994.1,7.6,14,0,190,0,25
24-May-21,13.7,6,1.2,1001.2,9.3,18,0,310,0,27
25-May-21,15.7,4.5,0.2,1012.3,6.1,13,0,320,0,19
26-May-21,18,1.9,0,1012.7,2.6,5,0,330,0,8
27-May-21,12.9,4.1,10.3,1013.1,5.3,10,0,150,0,18
28-May-21,16.4,8.1,0.1,1016.2,3.3,6,0,330,0,10
29-May-21,20,7.8,0,1020.6,2.7,6,0,100,0,11
30-May-21,21.8,6.8,0,1020.1,3.7,10,0,190,0,20
31-May-21,20.9,7.9,0,1012.1,6.7,15,0,150,0,24
01-Jun-21,16.5,9.5,2.5,1009.1,6.1,13,0,330,0,19
02-Jun-21,16,9.2,2.4,1006.9,4.7,12,0,310,0,15
03-Jun-21,18.7,10.2,0.6,1009.3,7.3,17,0,170,0,31
04-Jun-21,17.8,10.3,0.8,1014.4,7.1,12,0,200,0,21
05-Jun-21,15.9,9.4,0.3,1018.2,5.4,11,0,270,0,16
06-Jun-21,17.2,4.3,0,1019.8,3.2,7,0,230,0,13
07-Jun-21,18.3,8.6,0.7,1015.6,6.3,13,0,190,0,20
08-Jun-21,20.2,12.9,0.5,1012.3,6.8,13,0,170,0,20
09-Jun-21,17.5,14.8,1,1010.3,7.2,12,0,220,0,20
10-Jun-21,19.2,14,0.8,1009,10.8,21,0,220,0,30
11-Jun-21,16.2,11.5,0.1,1013,8.1,14,0,200,0,22
12-Jun-21,17.9,11.3,0,1020,5.8,11,0,220,0,19
13-Jun-21,18.7,11.9,0.1,1019.4,6.2,12,0,250,0,19
14-Jun-21,14.9,7.5,0.4,1018.4,5.9,10,0,270,0,19
15-Jun-21,18.8,6,5.3,1012.4,6.2,13,0,200,0,21
16-Jun-21,16.5,9.4,1,1005.3,7,11,0,230,0,18
17-Jun-21,17.1,5.2,0,1011.5,6.9,16,0,300,0,22
18-Jun-21,16.1,2.1,0,1014.4,3.4,7,0,310,0,11
19-Jun-21,17.8,7.7,0,1007.2,5.1,12,0,140,0,20
20-Jun-21,20.9,9.1,0,1007.4,6.3,12,0,350,0,24
21-Jun-21,16.8,7.1,1,1015.7,9.1,14,0,0,0,24
22-Jun-21,14.4,3.7,4.6,1020.8,4.3,8,0,250,0,14
23-Jun-21,18.4,10.9,0.8,1020.4,5.7,11,0,230,0,17
24-Jun-21,15.3,8.9,6.8,1018.8,6.5,12,0,230,0,21
25-Jun-21,15.4,6.6,0.1,1018.2,8,12,0,340,0,21
26-Jun-21,17.4,5.2,0,1017.5,7.1,11,0,60,0,19
27-Jun-21,21.1,7.3,0,1016,6.9,13,0,330,0,18
28-Jun-21,19.7,10,0,1014.6,6.6,12,0,310,0,17
29-Jun-21,19.7,7.4,0,1015.3,6.7,10,0,320,0,17
30-Jun-21,20.7,7.1,0,1014.4,3.3,7,0,290,0,11
01-Jul-21,16.4,6.5,0,1013.7,4.2,10,0,250,0,16
02-Jul-21,18.3,11,2.3,1009.1,3.6,7,0,180,0,12
03-Jul-21,18.5,13.2,9.8,1001.9,5.9,11,0,110,0,18
04-Jul-21,16.9,11.5,7.4,997.9,4.7,10,0,250,0,18
05-Jul-21,18.4,9.9,1.7,995.8,5,9,0,250,0,13
06-Jul-21,16.9,11.5,7.5,995,6.3,11,0,290,0,16
07-Jul-21,19.1,11.8,1,1006.3,7.7,14,0,300,0,20
08-Jul-21,16.7,12.1,1,1014.9,3.6,7,0,270,0,13
09-Jul-21,17.9,12.6,0.6,1013.6,4.1,7,0,110,0,13
10-Jul-21,21.2,14,1.9,1009,4,8,0,160,0,14
11-Jul-21,21.2,13.5,5.7,1005.1,4.5,9,0,330,0,15
12-Jul-21,22.5,13.1,0.5,1009.8,5.1,12,0,310,0,17
13-Jul-21,19.9,11.6,0.1,1014.6,3.7,9,0,220,0,15
14-Jul-21,17.6,12.1,0.1,1018.3,5.8,10,0,240,0,16
15-Jul-21,21.7,14,0,1022.2,4.1,8,0,270,0,15
16-Jul-21,25.4,13.4,0.1,1024.9,3.2,7,0,220,0,10
17-Jul-21,29.5,12.2,0,1024.4,3.1,8,0,320,0,13
18-Jul-21,28.9,13.4,0,1020.5,4.7,10,0,330,0,15
19-Jul-21,28.6,12.5,0,1016.2,3,5,0,330,0,12
20-Jul-21,28.6,15.4,0, , ,8,1, ,0,13
21-Jul-21,29.2,14.2,0,1017.1,3.2,6,0,80,0,11
22-Jul-21,29.4,17,0,1015.6,5.3,10,0,100,0,15
23-Jul-21,28.6,16,1.8,1011,5.6,13,0,190,0,27
24-Jul-21,26,14.6,0,1006.5,4.5,9,0,90,0,16
25-Jul-21,26.3,11.2,0,1006.8,4.5,9,0,220,0,16
26-Jul-21,18.9,13.8,7.8,1006.5,3.1,8,0,290,0,12
27-Jul-21,20.2,12.1,5,1004.1,6.1,12,0,310,0,17
28-Jul-21,19.2,11.7,4,1001.7,8.3,19,0,290,0,27
29-Jul-21,17.8,11,0,1003.3,4.9,9,0,250,0,16
30-Jul-21,19.3,12.4,0.2,1003.6,8.3,14,0,300,0,20
31-Jul-21,19.8,12.9,0,1006.6,5.5,10,0,320,0,16
01-Aug-21,18.5,7.7,0.1,1010.5,6.2,12,0,340,0,18
02-Aug-21,17.5,7.4,6.3,1011,3,8,0,190,0,12
03-Aug-21,20.8,9.1,0,1007.7,3.1,7,0,270,0,11
04-Aug-21,19.8,13.3,4.5,1002.3,4.2,9,0,200,0,14
05-Aug-21,19.6,13.7,15.4,991.4,6.7,12,0,110,0,20
06-Aug-21,16.2,13.7,8,987.6,8.5,14,0,250,0,25
07-Aug-21,16.4,13.5,3.4,991.8,9.8,16,0,270,0,25
08-Aug-21,17.7,12,0.2,998.5,8,13,0,220,0,21
09-Aug-21,20.3,12.1,6.1,1004.7,6.8,12,0,300,0,18
10-Aug-21,18.5,11,0,1008.3,3.7,8,0,200,0,12
11-Aug-21,18.4,10.7,2.1,1006.2,6.8,13,0,190,0,20
12-Aug-21,17.5,10.6,5.1,1005,10.9,18,0,220,0,30
13-Aug-21,17.2,12.3,3.7,1010.3,9.8,15,0,230,0,29
14-Aug-21,15.3,12.7,7.4,1009.9,5.4,12,0,70,0,16
15-Aug-21,18.4,13.3,0,1009.9,7.7,15,0,330,0,24
16-Aug-21,18,12.8,0,1017.3,7.1,13,0,290,0,20
17-Aug-21,18,12.2,0,1018.9,5.9,10,0,300,0,15
18-Aug-21,16.8,11.4,2,1013.6,4.3,10,0,240,0,15
19-Aug-21,19.7,11.9,3.6,1007.2,4.1,9,0,240,0,14
20-Aug-21,20.1,11.5,16.2,1004.1,5.2,11,0,150,0,18
21-Aug-21,18.5,11.8,0.3,1008,5.5,11,0,220,0,19
22-Aug-21,20.1,12.8,0.3,1017.1,2.9,6,0,230,0,9
23-Aug-21,23.4,14.5,0,1024.2,2.6,6,0,100,0,9
24-Aug-21,24.1,11.8,0,1025.5,5.3,9,0,70,0,15
25-Aug-21,24,10.9,0,1023,4.6,9,0,80,0,16
26-Aug-21,26.3,11.6,0,1019.4,2.8,5,0,330,0,9
27-Aug-21,23.5,12.9,0,1020.2,4.2,8,0,70,0,11
28-Aug-21,21.4,10.1,0,1022.9,4.1,7,0,60,0,11
29-Aug-21,17.6,12.3,0.1,1023.6,4.2,7,0,70,0,11
30-Aug-21,17.2,12.3,0,1025.1,5.4,11,0,60,0,16
31-Aug-21,17.8,12.3,0,1028.4,6,11,0,80,0,17
01-Sep-21,17.6,11.4,0.1,1028.7,4.5,9,0,80,0,14
02-Sep-21,16.2,10.9,0,1025.4,4.5,11,0,80,0,16
03-Sep-21,18.4,12.5,0,1018.6,3.6,6,0,70,0,10
04-Sep-21,19.2,12.1,0,1012.6,5,8,0,120,0,13
05-Sep-21,19.2,14.2,0,1013.1,4.5,9,0,150,0,14
06-Sep-21,22.5,14.5,0,1016.6,3.6,8,0,190,0,11
07-Sep-21,26.9,12.8,0.1,1012.9,4,8,0,100,0,13
08-Sep-21,22,16.1,8.1,1005.3,4.7,9,0,80,0,14
09-Sep-21,22.8,16.6,1.9,1000,3,6,0,320,0,11
10-Sep-21,17.4,13.8,2.9,1005.3,4.6,8,0,310,0,12
11-Sep-21,17,11.1,2.9,1005.3,4.6,6,0,330,0,8
12-Sep-21,17.5,9.8,0,1014.6,4,8,0,70,0,14
13-Sep-21,16.5,11.7,4.5,1009.8,5,9,0,100,0,14
14-Sep-21,19.1,13.9,5.9,1007.7,4.3,8,0,170,0,12
15-Sep-21,17.9,12,0,1010.8,3.2,8,0,240,0,13
16-Sep-21,19.1,11.2,2.2,1007.1,7.4,15,0,150,0,21
17-Sep-21,18.3,7,3.8,1005,4.8,10,0,150,0,16
18-Sep-21,16.5,6.4,6,1007,3.6,8,0,190,0,13
19-Sep-21,17.7,6.2,2.1,1011,4.4,11,0,250,0,18
20-Sep-21,18.7,12.4,0.1,1021,3.8,9,0,270,0,15
21-Sep-21,17,14,1.2,1024.7,6.2,10,0,230,0,18
22-Sep-21,18.3,14.1,3.5,1019.9,10.1,16,0,220,0,27
23-Sep-21,17.4,11.5,0.2,1014.7,6.7,12,0,220,0,19
24-Sep-21,16.8,15.6,2,1010.7,8,12,0,220,0,21
25-Sep-21,18.3,14.3,0.9,1004.7,5.3,9,0,180,0,14
26-Sep-21,17.8,10.2,5.6,997.7,6.1,13,0,180,0,22
27-Sep-21,14.3,8.3,7.8,1000.1,6.8,16,0,230,0,27
28-Sep-21,13.5,5.4,11.5,1006.3,5.7,13,0,280,0,23
29-Sep-21,14.4,3.1,10,1013.6,5.8,12,0,180,0,22
30-Sep-21,15.2,12,7.7,1002.5,11.1,17,0,210,0,27
01-Oct-21,13.4,7.7,11,999.2,8.8,17,0,270,0,29
02-Oct-21,13.8,7.6,4.2,988.4,6.4,12,0,250,0,19
03-Oct-21,14.6,8.2,9.1,987.5,7.4,14,0,260,0,27
04-Oct-21,12.9,6.2,15.8,995,4.6,10,0,180,0,15
05-Oct-21,15.5,5.2,0.1,1004.5,7,17,0,300,0,23
06-Oct-21,16.4,6.7,4,1011.1,5.9,12,0,200,0,18
07-Oct-21,18.5,15.7,9.6,1011.9,8.5,13,0,190,0,22
08-Oct-21,17.4,14.8,10.6,1016.5,7.4,12,0,140,0,19
09-Oct-21,18.1,5.9,3.8,1022.3,5.1,12,0,200,0,22
10-Oct-21,16.3,4.1,0,1028.9,2.6,8,0,260,0,12
11-Oct-21,14.6,3.4,0.2,1028.2,2.5,6,0,200,0,10
12-Oct-21,14.4,10.8,0,1025.1,1.7,5,0,300,0,7
13-Oct-21,14.3,10.1,0,1022.3,2.6,6,0,200,0,9
14-Oct-21,15.1,10.2,0.5,1017.4,4.9,9,0,250,0,15
15-Oct-21,13.2,9.4,0.3,1016,4.7,9,0,70,0,15
16-Oct-21,14.7,8.6,7.7,1009,6.5,12,0,180,0,22
17-Oct-21,15.2,11.5,1.5,1004.7,6.3,11,0,210,0,18
18-Oct-21,17.5,13.8,6.2,1000.5,8,14,0,210,0,28
19-Oct-21,18.4,10.4,3.8,997.1,10,22,0,210,0,32
20-Oct-21,14.1,7.3,0.7,994.9,4.8,14,0,320,0,27
21-Oct-21,13.5,3.2,0,1007.2,6.6,11,0,290,0,16
22-Oct-21,13.5,8.3,0,1016,6.2,10,0,260,0,18
23-Oct-21,13.7,7.9,8.9,1007.9,9.2,14,0,170,0,25
24-Oct-21,14.8,8.1,6.7,1001.6,8.4,15,0,190,0,25
25-Oct-21,13.5,6.6,2.4,1004.7,5.9,11,0,190,0,19
26-Oct-21,16.9,9.5,23.8,1002.4,14.4,20,0,210,0,34
27-Oct-21,15.3,11.7,16.6,997.6,7.4,14,0,210,0,22
28-Oct-21,14.4,8.2,0.1,991.8,3.2,10,0,260,0,17
29-Oct-21,12.8,5.2,4.6,985.5,4,11,0,190,0,17
30-Oct-21,12.2,4.7,4.8,982.1,6.3,15,0,110,0,22
31-Oct-21,10.1,4.5,7,977.5,7.7,20,0,270,0,33
01-Nov-21,12,3,0,987.7,5.5,10,0,250,0,18
02-Nov-21,11.7,-0.2,1.3,996.6,4.8,13,0,300,0,20
03-Nov-21,11.1,2.9,0.2,1008.7,7,14,0,340,0,22
04-Nov-21,11.1,2.1,0.1,1018.8,5.7,10,0,310,0,15
05-Nov-21,11.4,7.5,0.3,1022,4,11,0,210,0,20
06-Nov-21,13.5,6.9,6,1016.7,10.6,20,0,220,0,32
07-Nov-21,13.4,5.3,0,1018.2,4.3,8,0,260,0,12
08-Nov-21,16.1,10.3,17.2,1013.2,10.1,15,0,210,0,24
09-Nov-21,13.7,9.1,7.2,1012.8,5.3,10,0,190,0,15
10-Nov-21,11.3,3.6,0.6,1017,2.4,7,0,180,0,12
11-Nov-21,15.4,4,5.3,1007.1,9.2,17,0,190,0,30
12-Nov-21,13.8,10,6.3,1002.3,11.5,20,0,220,0,35
13-Nov-21,13.4,10.2,1.2,1013,4,8,0,220,0,13
14-Nov-21,16.2,10.7,2.4,1018.3,5.6,11,0,320,0,17
15-Nov-21,12.4,7,0.8,1021.7,3,7,0,180,0,10
16-Nov-21,12.3,8.4,0.6,1015.7,8.9,16,0,220,0,25
17-Nov-21,12,8.9,1.6,1018.6,8.3,14,0,230,0,22
18-Nov-21,13.8,11.9,2.1,1021.6,9.8,14,0,230,0,23
19-Nov-21,12.1,9.4,0.8,1022.9,5.8,9,0,200,0,16
20-Nov-21,11.6,3.2,1.6,1020.1,6.1,17,0,250,0,33
21-Nov-21,9.2,-0.6,0.2,1025.2,5.4,11,0,10,0,20
22-Nov-21,9.3,-2.6,0,1030.4,2,6,0,350,0,9
23-Nov-21,7.8,-1.9,0,1028.7,2.7,7,0,180,0,11
24-Nov-21,7.8,1.3,1.9,1020.7,6.2,14,0,290,0,20
25-Nov-21,7.7,1.1,0.3,1015.8,7.3,13,0,270,0,22
26-Nov-21,9.1,2.5,4.5,1004,13.8,23,0,320,0,36
27-Nov-21,5.8,0.5,1.2,1009.5,8.2,18,0,320,0,30
28-Nov-21,9.8,3.2,2.1,1008.2,4.4,11,0,290,0,15
29-Nov-21,11.1,5,0.5,1010.8,4.6,9,0,260,0,17
30-Nov-21,11.2,7.6,12.6,1004.5,10.1,19,0,300,0,30
01-Dec-21,8.1,1.3,0.7,1006.2,11.3,20,0,300,0,30
02-Dec-21,11.2,3.6,7,1007.8,5.8,14,0,230,0,23
03-Dec-21,9.7,5.2,3.1,998.1,4.7,14,0,260,0,21
04-Dec-21,6.8,1.6,2.3,1001.8,8.7,18,0,270,0,30
05-Dec-21,8.7,1,3.2,1009.8,4.3,11,0,300,0,18
06-Dec-21,8.4,1.4,4.6,1001.8,6.5,16,0,260,0,30
07-Dec-21,9,2.4,13.2,976,16.1,33,0,290,0,49
08-Dec-21,7.6,3.2,1.1,986.4,14.2,29,0,290,0,45
09-Dec-21,10,1.6,2.2,993.1,7.5,21,0,270,0,30
10-Dec-21,7,1.4,3.9,999.7,4.8,13,0,290,0,20
11-Dec-21,12.9,5.7,7.9,1004,9,17,0,210,0,27
12-Dec-21,13.5,7.1,3.7,1002.4,9.1,26,0,210,0,39
13-Dec-21,8,1.3,0,1013.2,2.8,6,0,230,0,10
14-Dec-21,9.9,1.5,0,1016.5,7.9,12,0,200,0,18
15-Dec-21,11.3,6.5,0.9,1021.3,6,10,0,190,0,15
16-Dec-21,10.3,5,0,1029.7,3.6,7,0,200,0,12
17-Dec-21,9.1,1.7,0,1033.7,5.6,10,0,100,0,16
18-Dec-21,6.5,5.3,0,1032.4,6,10,0,110,0,16
19-Dec-21,6.5,4.1,0,1028.6,5.8,9,0,70,0,14
20-Dec-21,5.6,4.2,0.1,1022.4,7.4,12,0,70,0,16
21-Dec-21,7.4,5.1,0,1014.8,7.5,11,0,90,0,19
22-Dec-21,12.5,6.4,5.9,1002.6,8.4,13,0,140,0,20
23-Dec-21,12.6,6.3,0.6,993.3,6.4,16,0,200,0,29
24-Dec-21,10.9,6,8.4,992.3,8,14,0,90,0,21
25-Dec-21,9.8,6.6,10.4,988.5,8.4,16,0,80,0,24
26-Dec-21,10.9,2.8,5.9,989.1,5.3,10,0,220,0,16
27-Dec-21,8.1,2.6,0.2,983.8,5.8,10,0,60,0,15
28-Dec-21,8.9,4.6,7.3,987.5,4,7,0,150,0,15
29-Dec-21,13.1,7.5,8.4,987,11,25,0,220,0,40
30-Dec-21,12.9,11.3,11.7,995.9,6.5,15,0,220,0,25
31-Dec-21,13.9,12.3,2,999,11.6,20,0,210,0,31
01-Jan-22,14.6,7.9,3.4,994.8,12.5,22,0,210,0,42
02-Jan-22,10.6,7.8,6,996.1,12.9,20,0,210,0,33
03-Jan-22,10,1.2,10,996.3,12.9,22,0,0,0,36
04-Jan-22,5,-0.4,0.3,1005.4,5.8,11,0,300,0,19
05-Jan-22,7.2,-1.6,0,1012.2,2.3,9,0,150,0,14
06-Jan-22,9.1,1.4,6.1,1002.8,12,21,0,200,0,37
07-Jan-22,9.1,1.5,5.7,1002.8,6.7,15,0,210,0,24
08-Jan-22,10.5,3,7.6,995.1,10.2,18,0,210,0,31
09-Jan-22,9,1.3,2.1,997.1,6.3,13,0,280,0,24
10-Jan-22,12.1,4.4,0.5,1009.3,8.6,15,0,240,0,23
11-Jan-22,9.8,1.3,0,1025,3.6,9,0,220,0,14
12-Jan-22,9.2,1.4,0.2,1034.1,4,7,0,190,0,10
13-Jan-22,7.6,4.1,0,1034.4,3.8,6,0,190,0,10
14-Jan-22,7.1,5.2,0,1027.6,3.5,7,0,100,0,11
15-Jan-22,7.8,3.1,0.1,1018.1,2.9,8,0,130,0,10
16-Jan-22,9.1,-2,0,1024.5,3.5,11,0,310,0,15
17-Jan-22,7.9,-3,0,1031,4.6,10,0,150,0,14
18-Jan-22,9.8,7.3,3.3,1025.7,7.2,11,0,150,0,19
19-Jan-22,9.8,3.8,0.4,1027.6,7.1,14,0,310,0,22
